spiritCode,name_en,name_zh,brand_en,brand_zh,brandKey,hotelStatus,propertyType,gpCategory,city_en,city_zh,province_en,province_zh,address1_en,address1_zh,zipcode,latitude,longitude,phone,propertySiteURL_en,propertySiteURL_zh,bookableDate,openDate,checkinTime,checkoutTime,nonSmoking
KWLCD,Courtyard by Marriott Guilin Downtown,桂林中心万怡酒店,Courtyard,万怡酒店,CY,OPENING_SOON,hotel,,Guilin,桂林,Guangxi,广西,"No. 1 Jinxing Road, Qixing District",七星区金星路1号,541004,25.26711,110.308344,+86 773 581 7777,https://www.marriott.com/en-us/hotels/kwlcd-courtyard-guilin-downtown/overview/,https://www.marriott.com.cn/zh-cn/hotels/kwlcd-courtyard-guilin-downtown/overview/,,2027-01-15,15:00,12:00,false
KWLYF,Fairfield by Marriott Yangshuo,阳朔万豪万枫酒店,Fairfield Inn & Suites,万枫酒店,FI,FULLY_BOOKABLE,hotel,,Guilin,桂林,Guangxi,广西,"No 2 Qianguqing Avenue, Yangshuo, Yangshuo Town",阳朔镇阳朔千古情大道 2 号,541900,24.7786503,110.47726,+86 773 677 5888,https://www.marriott.com/en-us/hotels/kwlyf-fairfield-yangshuo/overview/,https://www.marriott.com.cn/zh-cn/hotels/kwlyf-fairfield-yangshuo/overview/,,2025-01-21,15:00,12:00,true
KWLDP,Four Points by Sheraton Guilin Central,桂林象山景区福朋喜来登酒店,Four Points by Sheraton,福朋喜来登酒店,FP,OPENING_SOON,hotel,,Guilin,桂林,Guangxi,广西,"No. 2, Shanhubei Road, Xiufeng Street, Xiufeng District",秀峰区秀峰街道山湖北路2号,541002,25.273562,110.295647,+86 773 367 9999,https://www.marriott.com/en-us/hotels/kwldp-four-points-guilin-central/overview/,https://www.marriott.com.cn/zh-cn/hotels/kwldp-four-points-guilin-central/overview/,,2026-09-30,15:00,12:00,true
KWLFP,"Four Points by Sheraton Guilin, Lingui",桂林临桂花样年福朋喜来登酒店,Four Points by Sheraton,福朋喜来登酒店,FP,FULLY_BOOKABLE,hotel,,Guilin,桂林,Guangxi,广西,"No.1 Xicheng South Road, Lingui District",临桂区西城南路 1 号,541100,25.23,110.18,+86 773 558 9999,https://www.marriott.com/en-us/hotels/kwlfp-four-points-guilin-lingui/overview/,https://www.marriott.com.cn/zh-cn/hotels/kwlfp-four-points-guilin-lingui/overview/,,2014-12-31,15:00,12:00,false
KWLSI,Sheraton Guilin Hotel,桂林喜来登饭店,Sheraton,喜来登酒店,SI,FULLY_BOOKABLE,hotel,,Guilin,桂林,Guangxi,广西,"15 Bin Jiang Road, Guilin, Guangxi,  PRC",中国广西桂林滨江路 15 号,541001,25.273885,110.299436,+86 773 282 5588,https://www.marriott.com/en-us/hotels/kwlsi-sheraton-guilin-hotel/overview/,https://www.marriott.com.cn/zh-cn/hotels/kwlsi-sheraton-guilin-hotel/overview/,,1991-01-02,15:00,12:00,true
KWEFI,Fairfield by Marriott Guiyang Guanshanhu,贵阳观山湖万枫酒店,Fairfield Inn & Suites,万枫酒店,FI,FULLY_BOOKABLE,hotel,,Guiyang,贵阳,Guizhou,贵州,"Tower A Runxin Plaza, 7 Xingyi Road, Jinyang Technique Industrial Park, Guiyang Hi-Tech Industrial Development Zone",贵阳高新技术产业开发区金阳科技园兴义路 7 号润鑫广场 A 座,,26.621007,106.642651,+86 851 8810 7777,https://www.marriott.com/en-us/hotels/kwefi-fairfield-guiyang-guanshanhu/overview/,https://www.marriott.com.cn/zh-cn/hotels/kwefi-fairfield-guiyang-guanshanhu/overview/,,2020-12-18,15:00,12:00,false
KWEGG,Four Points by Sheraton Guiyang Guanshanhu,贵阳观山湖福朋喜来登酒店,Four Points by Sheraton,福朋喜来登酒店,FP,OPENING_SOON,hotel,,Guiyang,贵阳,Guizhou,贵州,"Middle Section of Haiwan Road, Guanshanhu District",观山湖区海湾路中段,550001,26.608406,106.6471223,+86 851 8885 5888,https://www.marriott.com/en-us/hotels/kwegg-four-points-guiyang-guanshanhu/overview/,https://www.marriott.com.cn/zh-cn/hotels/kwegg-four-points-guiyang-guanshanhu/overview/,,2026-09-10,15:00,12:00,false
KWEHP,Four Points by Sheraton Guiyang Shilihetan,贵阳十里河滩福朋喜来登酒店,Four Points by Sheraton,福朋喜来登酒店,FP,FULLY_BOOKABLE,hotel,,Guiyang,贵阳,Guizhou,贵州,"No 666 Jiaxiu South Road, Huaxi District",花溪区甲秀南路666号,550025,26.455019,106.662188,+86 851 8854 8888,https://www.marriott.com/en-us/hotels/kwehp-four-points-guiyang-shilihetan/overview/,https://www.marriott.com.cn/zh-cn/hotels/kwehp-four-points-guiyang-shilihetan/overview/,,2025-08-26,15:00,12:00,true
KWEFH,"Four Points by Sheraton Guiyang, Huaxi",贵阳花溪福朋喜来登酒店,Four Points by Sheraton,福朋喜来登酒店,FP,FULLY_BOOKABLE,hotel,,Guiyang,贵阳,Guizhou,贵州,No 2 Huanghe Road,黄河路 2 号,550000,26.523699,106.701158,+86 851 8880 1888,https://www.marriott.com/en-us/hotels/kwefh-four-points-guiyang-huaxi/overview/,https://www.marriott.com.cn/zh-cn/hotels/kwefh-four-points-guiyang-huaxi/overview/,,2020-04-28,15:00,12:00,false
KWEBR,Renaissance Guiyang Hotel,贵阳万丽酒店,Renaissance Hotels,万丽酒店,BR,FULLY_BOOKABLE,hotel,,Guiyang,贵阳,Guizhou,贵州,"No 8 Lincheng East Road, Guanshanhu District",观山湖区林城东路 8 号,550081,26.6443,106.624114,+86 851 8555 8888,https://www.marriott.com/en-us/hotels/kwebr-renaissance-guiyang-hotel/overview/,https://www.marriott.com.cn/zh-cn/hotels/kwebr-renaissance-guiyang-hotel/overview/,,2012-04-02,14:00,12:00,false
KWESI,Sheraton Guiyang Hotel,贵阳喜来登贵航酒店,Sheraton,喜来登酒店,SI,FULLY_BOOKABLE,hotel,,Guiyang,贵阳,Guizhou,贵州,49 Zhong Hua Nan Road,中华南路 49 号,550002,26.571241,106.71454,+86 851 8588 8888,https://www.marriott.com/en-us/hotels/kwesi-sheraton-guiyang-hotel/overview/,https://www.marriott.com.cn/zh-cn/hotels/kwesi-sheraton-guiyang-hotel/overview/,,2007-05-21,14:00,12:00,false
XNNFH,Fairfield by Marriott Haidong,海东万枫酒店,Fairfield Inn & Suites,万枫酒店,FI,FULLY_BOOKABLE,hotel,,Haidong,海东,Qinghai,青海,"No 9-3 Wenhua Street, Nianbo Town, Ledu District",乐都区碾伯镇文化街 9-3 号,810700,36.472473,102.409841,+86 972 593 6333,https://www.marriott.com/en-us/hotels/xnnfh-fairfield-haidong/overview/,https://www.marriott.com.cn/zh-cn/hotels/xnnfh-fairfield-haidong/overview/,,2021-04-06,15:00,12:00,false
HAKMF,Fairfield by Marriott Haikou Meilan,海口美兰万豪万枫酒店,Fairfield Inn & Suites,万枫酒店,FI,FULLY_BOOKABLE,hotel,,Haikou,海口,Hainan,海南,"7 Meiyuan Road, Meilan District",美兰区美苑路7号,570100,20.0248,110.37188,+86 898 3638 8088,https://www.marriott.com/en-us/hotels/hakmf-fairfield-haikou-meilan/overview/,https://www.marriott.com.cn/zh-cn/hotels/hakmf-fairfield-haikou-meilan/overview/,,2025-01-19,15:00,12:00,true
HAKAP,Four Points by Sheraton Haikou International Airport,海口国际机场福朋喜来登酒店,Four Points by Sheraton,福朋喜来登酒店,FP,FULLY_BOOKABLE,hotel,,Haikou,海口,,,"No 9 Haiyu Avenue, Meilan District",美兰区海瑜大道9号,571126,19.96199,110.43546,+86 898 3660 9998,https://www.marriott.com/en-us/hotels/hakap-four-points-haikou-international-airport/overview/,https://www.marriott.com.cn/zh-cn/hotels/hakap-four-points-haikou-international-airport/overview/,,2025-09-30,14:00,12:00,true
HAKMC,Haikou Marriott Hotel,海口万豪酒店,Marriott Hotels & Resorts,万豪酒店,MC,FULLY_BOOKABLE,hotel,,Haikou,海口,Hainan,海南,"No 292 Binhai Avenue, Xiuying District",秀英区滨海大道 292 号,570311,20.060427,110.18704,+86 898 6870 8666,https://www.marriott.com/en-us/hotels/hakmc-haikou-marriott-hotel/overview/,https://www.marriott.com.cn/zh-cn/hotels/hakmc-haikou-marriott-hotel/overview/,,2014-10-13,15:00,12:00,false
HAKMH,Renaissance Haikou Hotel,海口万丽酒店,Renaissance Hotels,万丽酒店,BR,FULLY_BOOKABLE,hotel,,Haikou,海口,Hainan,海南,"No 39 Yangshan Boulevard, Longhua District",龙华区羊山大道 39 号,571155,19.922537,110.32838,+86 898 3669 9666,https://www.marriott.com/en-us/hotels/hakmh-renaissance-haikou-hotel/overview/,https://www.marriott.com.cn/zh-cn/hotels/hakmh-renaissance-haikou-hotel/overview/,,2017-05-31,15:00,12:00,false
HAKSI,Sheraton Haikou Hotel,海口喜来登酒店,Sheraton,喜来登酒店,SI,FULLY_BOOKABLE,resort,,Haikou,海口,Hainan,海南,"No. 136 Binhai Avenue, Xiuying District",秀英区滨海大道 136 号,570311,20.051841,110.215148,+86 898 6870 8888,https://www.marriott.com/en-us/hotels/haksi-sheraton-haikou-hotel/overview/,https://www.marriott.com.cn/zh-cn/hotels/haksi-sheraton-haikou-hotel/overview/,,2005-10-01,15:00,12:00,false
HAKRZ,"The Ritz-Carlton, Haikou",海口丽思卡尔顿酒店,The Ritz-Carlton,丽思卡尔顿酒店,RZ,FULLY_BOOKABLE,hotel,,Haikou,海口,Hainan,海南,"No 39 Yangshan Boulevard, Longhua District",龙华区羊山大道 39 号,571155,19.91386,110.311111,+86 898 6683 6888,https://www.marriott.com/en-us/hotels/hakrz-the-ritz-carlton-haikou/overview/,https://www.marriott.com.cn/zh-cn/hotels/hakrz-the-ritz-carlton-haikou/overview/,,2017-01-15,15:00,12:00,false
HAKWI,The Westin Haikou,海口威斯汀酒店,Westin Hotels & Resorts,威斯汀酒店及度假村,WI,FULLY_BOOKABLE,hotel,,Haikou,海口,Hainan,海南,"No 100 Duhai Road, Longhua District",龙华区渡海路 100 号,570105,20.047143,110.323012,+86 898 6659 1888,https://www.marriott.com/en-us/hotels/hakwi-the-westin-haikou/overview/,https://www.marriott.com.cn/zh-cn/hotels/hakwi-the-westin-haikou/overview/,,2021-12-20,15:00,12:00,false
HGHAC,AC Hotel by Marriott Hangzhou,杭州AC欧轩酒店,AC Hotels,AC酒店,AR,FULLY_BOOKABLE,hotel,,Hangzhou,杭州,Zhejiang,浙江,"500 Chuangjing Road, Yuhang District",余杭区创景路500号,311100,30.281944,119.991389,+86 571 8876 0888,https://www.marriott.com/en-us/hotels/hghac-ac-hotel-hangzhou/overview/,https://www.marriott.com.cn/zh-cn/hotels/hghac-ac-hotel-hangzhou/overview/,,2026-03-03,15:00,12:00,true
HGHBA,AC Hotels by Marriott Hangzhou Binjiang,杭州滨江万豪AC酒店,AC Hotels,AC酒店,AR,OPENING_SOON,hotel,,Hangzhou,杭州,Zhejiang,浙江,"Room 111, Building 1, Jiangyi Yunjing Commercial Center, Changhe Road, Binjiang District",滨江区长河街道江一云境商业中心1幢111室,310052,30.19671,120.20948,+86 571 8889 1588,https://www.marriott.com/en-us/hotels/hghba-ac-hotels-hangzhou-binjiang/overview/,https://www.marriott.com.cn/zh-cn/hotels/hghba-ac-hotels-hangzhou-binjiang/overview/,,2026-10-17,14:00,12:00,true
HGHQJ,Courtyard by Marriott Hangzhou Qianjiang,杭州钱江新城万怡酒店,Courtyard,万怡酒店,CY,FULLY_BOOKABLE,hotel,,Hangzhou,杭州,,,"No. 298 Fuchun Road, Shangcheng District",上城区富春路 298 号,310020,30.240703,120.203653,+86 571 8837 8888,https://www.marriott.com/en-us/hotels/hghqj-courtyard-hangzhou-qianjiang/overview/,https://www.marriott.com.cn/zh-cn/hotels/hghqj-courtyard-hangzhou-qianjiang/overview/,,2014-04-03,14:00,12:00,false
HGHCW,Courtyard by Marriott Hangzhou West,杭州西溪万怡酒店,Courtyard,万怡酒店,CY,FULLY_BOOKABLE,hotel,,Hangzhou,杭州,Zhejiang,浙江,No 770 West Wen'er Road,文二西路 770 号,310000,30.282271,120.0751518,+86 571 2808 1111,https://www.marriott.com/en-us/hotels/hghcw-courtyard-hangzhou-west/overview/,https://www.marriott.com.cn/zh-cn/hotels/hghcw-courtyard-hangzhou-west/overview/,,2019-09-30,15:00,12:00,true
HGHCY,Courtyard by Marriott Hangzhou Wulin,杭州武林万怡酒店,Courtyard,万怡酒店,CY,FULLY_BOOKABLE,hotel,,Hangzhou,杭州,Zhejiang,浙江,"28 Hushu South Road, Gongshu District",拱墅区湖墅南路 28 号,310006,30.274302,120.157291,+86 571 8981 7777,https://www.marriott.com/en-us/hotels/hghcy-courtyard-hangzhou-wulin/overview/,https://www.marriott.com.cn/zh-cn/hotels/hghcy-courtyard-hangzhou-wulin/overview/,,2010-12-06,14:00,12:00,true
HGHCX,Courtyard by Marriott Hangzhou Xiaoshan,杭州萧山万怡酒店,Courtyard,万怡酒店,CY,FULLY_BOOKABLE,hotel,,Hangzhou,杭州,Zhejiang,浙江,"548 Yonghui Road, Yingfeng Subdistrict, Xiaoshan District",萧山区盈丰街道永晖路 548 号,311200,30.230493,120.259964,+86 571 8353 8888,https://www.marriott.com/en-us/hotels/hghcx-courtyard-hangzhou-xiaoshan/overview/,https://www.marriott.com.cn/zh-cn/hotels/hghcx-courtyard-hangzhou-xiaoshan/overview/,,2023-08-01,14:00,12:00,true
HGHXC,Courtyard by Marriott Hangzhou Xihu,杭州西湖区万怡酒店,Courtyard,万怡酒店,CY,FULLY_BOOKABLE,hotel,,Hangzhou,杭州,,,"No 600 Dun Yu Road, Xi Hu District",西湖区墩余路 600 号,310000,30.33005,120.03849,+86 571 2820 6666,https://www.marriott.com/en-us/hotels/hghxc-courtyard-hangzhou-xihu/overview/,https://www.marriott.com.cn/zh-cn/hotels/hghxc-courtyard-hangzhou-xihu/overview/,,2023-07-01,14:00,12:00,true
HGHBF,Fairfield by Marriott Hangzhou Binjiang Puyan,杭州滨江万豪万枫酒店,Fairfield Inn & Suites,万枫酒店,FI,FULLY_BOOKABLE,hotel,,Hangzhou,杭州,Zhejiang,浙江,"No. 773 Puyan Rd., Binjiang District",滨江区浦沿路 773 号,310000,30.17323,120.14636,+86 571 2620 3999,https://www.marriott.com/en-us/hotels/hghbf-fairfield-hangzhou-binjiang-puyan/overview/,https://www.marriott.com.cn/zh-cn/hotels/hghbf-fairfield-hangzhou-binjiang-puyan/overview/,,2025-01-08,15:00,12:00,true
HGHFF,Fairfield by Marriott Hangzhou Future Sci-tech City,杭州未来科技城万豪万枫酒店,Fairfield Inn & Suites,万枫酒店,FI,FULLY_BOOKABLE,hotel,,Hangzhou,杭州,Zhejiang,浙江,"No 699 Jingxing Road, Yuhang District",余杭区景兴路699号,311121,30.27841,120.00339,+86 571 2802 6888,https://www.marriott.com/en-us/hotels/hghff-fairfield-hangzhou-future-sci-tech-city/overview/,https://www.marriott.com.cn/zh-cn/hotels/hghff-fairfield-hangzhou-future-sci-tech-city/overview/,,2025-10-28,14:00,12:00,true
HGHGF,Fairfield by Marriott Hangzhou Gongshu,杭州拱墅万豪万枫酒店,Fairfield Inn & Suites,万枫酒店,FI,FULLY_BOOKABLE,hotel,,Hangzhou,杭州,Zhejiang,浙江,"No.9 Quzhou Street, Gongshu District",拱墅区衢州街9号,310015,30.316735,120.148467,+86 571 2888 0666,https://www.marriott.com/en-us/hotels/hghgf-fairfield-hangzhou-gongshu/overview/,https://www.marriott.com.cn/zh-cn/hotels/hghgf-fairfield-hangzhou-gongshu/overview/,,2025-01-06,15:00,12:00,true
HGHQF,Fairfield by Marriott Hangzhou Qiandao Lake,杭州千岛湖万枫酒店­­,Fairfield Inn & Suites,万枫酒店,FI,FULLY_BOOKABLE,hotel,,Hangzhou,杭州,Zhejiang,浙江,"619 Yangguang Road, Qiandao Lake Town, Chun'an County",淳安县千岛湖镇阳光路 619 号,3117000,29.631584,119.0451412,+86 571 6513 6668,https://www.marriott.com/en-us/hotels/hghqf-fairfield-hangzhou-qiandao-lake/overview/,https://www.marriott.com.cn/zh-cn/hotels/hghqf-fairfield-hangzhou-qiandao-lake/overview/,,2023-08-26,15:00,12:00,true
HGHJF,Fairfield by Marriott Hangzhou Qiantang,杭州钱塘万豪万枫酒店,Fairfield Inn & Suites,万枫酒店,FI,FULLY_BOOKABLE,hotel,,Hangzhou,杭州,Zhejiang,浙江,"166 Yinsha Road, Qiantang District",钱塘区银沙路 166 号,310018,30.299547,120.333534,+86 571 2883 3999,https://www.marriott.com/en-us/hotels/hghjf-fairfield-hangzhou-qiantang/overview/,https://www.marriott.com.cn/zh-cn/hotels/hghjf-fairfield-hangzhou-qiantang/overview/,,2024-10-21,14:00,12:00,true
HGHFW,"Fairfield by Marriott Hangzhou Wulin Square, China",杭州武林广场万豪万枫酒店,Fairfield Inn & Suites,万枫酒店,FI,FULLY_BOOKABLE,hotel,,Hangzhou,杭州,Zhejiang,浙江,"370 Stadium Road, Gongshu District",拱墅区体育场路 370 号,310005,30.271056,120.160889,+86 571 2810 1999,https://www.marriott.com/en-us/hotels/hghfw-fairfield-hangzhou-wulin-square-china/overview/,https://www.marriott.com.cn/zh-cn/hotels/hghfw-fairfield-hangzhou-wulin-square-china/overview/,,2024-06-22,15:00,12:00,true
HGHFG,Fairfield by Marriott Hangzhou Xiaoshan,杭州萧山万枫酒店,Fairfield Inn & Suites,万枫酒店,FI,FULLY_BOOKABLE,hotel,,Hangzhou,杭州,Zhejiang,浙江,"Guofeng Building D, No.600 Zhenning Road, Xiaoshan District",萧山区振宁路 600 号国丰大厦 D 座,311200,30.215978,120.271535,+86 571 8202 6688,https://www.marriott.com/en-us/hotels/hghfg-fairfield-hangzhou-xiaoshan/overview/,https://www.marriott.com.cn/zh-cn/hotels/hghfg-fairfield-hangzhou-xiaoshan/overview/,,2021-12-31,14:00,12:00,true
HGHHF,Fairfield by Marriott Hangzhou Xihu District,杭州西湖区万豪万枫酒店,Fairfield Inn & Suites,万枫酒店,FI,FULLY_BOOKABLE,hotel,,Hangzhou,杭州,Zhejiang,浙江,"38 Yile Road, Xihu District",西湖区益乐路 38 号,310012,30.279429,120.114353,+86 571 2809 1888,https://www.marriott.com/en-us/hotels/hghhf-fairfield-hangzhou-xihu-district/overview/,https://www.marriott.com.cn/zh-cn/hotels/hghhf-fairfield-hangzhou-xihu-district/overview/,,2022-09-15,14:00,12:00,true
HGHYF,Fairfield by Marriott Hangzhou Yuhang,杭州余杭万豪万枫酒店,Fairfield Inn & Suites,万枫酒店,FI,FULLY_BOOKABLE,hotel,,Hangzhou,杭州,Zhejiang,浙江,"365 Fengxin Road,Yuhang Street, Yuhang District",余杭区余杭街道凤新路 365 号,311100,30.260444,119.951762,+86 571 8939 3999,https://www.marriott.com/en-us/hotels/hghyf-fairfield-hangzhou-yuhang/overview/,https://www.marriott.com.cn/zh-cn/hotels/hghyf-fairfield-hangzhou-yuhang/overview/,,2024-12-28,15:00,12:00,true
HGHFP,"Four Points by Sheraton Hangzhou, Binjiang",杭州龙禧福朋喜来登酒店,Four Points by Sheraton,福朋喜来登酒店,FP,FULLY_BOOKABLE,hotel,,Hangzhou,杭州,Zhejiang,浙江,"868 Dongxin Avenue, Binjiang District",滨江区东信大道 868 号,310053,30.180016,120.149163,+86 571 2887 8888,https://www.marriott.com/en-us/hotels/hghfp-four-points-hangzhou-binjiang/overview/,https://www.marriott.com.cn/zh-cn/hotels/hghfp-four-points-hangzhou-binjiang/overview/,,2008-02-01,14:00,12:00,false
HGHFQ,Four Points by Sheraton Qiandao Lake,千岛湖福朋喜来登酒店,Four Points by Sheraton,福朋喜来登酒店,FP,FULLY_BOOKABLE,hotel,,Hangzhou,杭州,Zhejiang,浙江,"No 1699 Jixian Road, Qiandao Lake, Chun'an County",淳安县千岛湖集贤路 1699 号,311700,29.65936,119.003761,+86 571 6505 8999,https://www.marriott.com/en-us/hotels/hghfq-four-points-qiandao-lake/overview/,https://www.marriott.com.cn/zh-cn/hotels/hghfq-four-points-qiandao-lake/overview/,,2021-06-19,15:00,12:00,true
HGHJW,JW Marriott Hotel Hangzhou,杭州 JW 万豪酒店,JW Marriott,JW万豪酒店,JW,FULLY_BOOKABLE,hotel,,Hangzhou,杭州,Zhejiang,浙江,"28 Hushu South Road, Gongshu District",拱墅区湖墅南路 28 号,310006,30.2746405,120.1573705,+86 571 8578 8888,https://www.marriott.com/en-us/hotels/hghjw-jw-marriott-hotel-hangzhou/overview/,https://www.marriott.com.cn/zh-cn/hotels/hghjw-jw-marriott-hotel-hangzhou/overview/,,2010-12-29,14:00,12:00,true
HGHMD,"Le Méridien Hangzhou, Binjiang",杭州滨江世融艾美酒店,Le Méridien,艾美酒店,MD,FULLY_BOOKABLE,hotel,,Hangzhou,杭州,Zhejiang,浙江,"No 4756 Jiangnan Avenue, Pu Yan Community, Binjiang District",滨江区浦沿街道江南大道 4756 号,310053,30.187042,120.14729,+86 571 8837 0777,https://www.marriott.com/en-us/hotels/hghmd-le-meridien-hangzhou-binjiang/overview/,https://www.marriott.com.cn/zh-cn/hotels/hghmd-le-meridien-hangzhou-binjiang/overview/,,2018-10-01,15:00,12:00,true
HGHLC,"The Azure Qiantang, a Luxury Collection Hotel, Hangzhou",杭州绿城尊蓝钱江豪华精选酒店,The Luxury Collection,豪华精选酒店,LC,FULLY_BOOKABLE,hotel,,Hangzhou,杭州,Zhejiang,浙江,"39 East Wangjiang Road, Shangcheng District",上城区望江东路 39 号,310008,30.2244951,120.1966556,+86 571 2823 7777,https://www.marriott.com/en-us/hotels/hghlc-the-azure-qiantang-a-luxury-collection-hotel-hangzhou/overview/,https://www.marriott.com.cn/zh-cn/hotels/hghlc-the-azure-qiantang-a-luxury-collection-hotel-hangzhou/overview/,,2014-09-05,14:00,12:00,true
HGHEZ,Marriott Executive Apartments Hangzhou,杭州万豪行政公寓,Marriott Executive Apartments,万豪行政公寓,ER,FULLY_BOOKABLE,hotel,,Hangzhou,杭州,Zhejiang,浙江,"EFC Tower 10, No 2609 Yuhangtang Road, Cangqian Street, Yuhang District",余杭区仓前街道余杭塘路2609号EFC 10幢,311100,30.283093,119.99961,+86 571 8866 3666,https://www.marriott.com/en-us/hotels/hghez-marriott-executive-apartments-hangzhou/overview/,https://www.marriott.com.cn/zh-cn/hotels/hghez-marriott-executive-apartments-hangzhou/overview/,,2023-12-02,14:00,12:00,true
HGHER,Marriott Executive Apartments Hangzhou Yuhang,杭州余杭万豪行政公寓,Marriott Executive Apartments,万豪行政公寓,ER,FULLY_BOOKABLE,hotel,,Hangzhou,杭州,Zhejiang,浙江,"EFC Tower 3, No 89 LianChuang Street, Future Sci-Tech City, Yuhang",余杭未来科技城联创路 89 号欧美金融城 3 号楼,311100,30.280953,120.00329,+86 571 8868 7999,https://www.marriott.com/en-us/hotels/hgher-marriott-executive-apartments-hangzhou-yuhang/overview/,https://www.marriott.com.cn/zh-cn/hotels/hgher-marriott-executive-apartments-hangzhou-yuhang/overview/,,2018-07-16,14:00,12:00,true
HGHML,Hangzhou Marriott Hotel Lin'an,杭州临安万豪酒店,Marriott Hotels & Resorts,万豪酒店,MC,FULLY_BOOKABLE,hotel,,Hangzhou,杭州,Zhejiang,浙江,"No 719 DaYuan Road, Lin'an District",临安区大园路 719 号,311300,30.26135,119.82836,+86 571 6111 6666,https://www.marriott.com/en-us/hotels/hghml-hangzhou-marriott-hotel-linan/overview/,https://www.marriott.com.cn/zh-cn/hotels/hghml-hangzhou-marriott-hotel-linan/overview/,,2018-06-28,14:00,12:00,false
HGHQI,Hangzhou Marriott Hotel Qianjiang,杭州钱江新城万豪酒店,Marriott Hotels & Resorts,万豪酒店,MC,FULLY_BOOKABLE,hotel,,Hangzhou,杭州,Zhejiang,浙江,"No 399 Juyuan Road, Shangcheng District",上城区剧院路 399 号,310016,30.245750761603684,120.21719108262982,+86 571 8646 9999,https://www.marriott.com/en-us/hotels/hghqi-hangzhou-marriott-hotel-qianjiang/overview/,https://www.marriott.com.cn/zh-cn/hotels/hghqi-hangzhou-marriott-hotel-qianjiang/overview/,,2016-08-13,15:00,12:00,true
HGHBL,Renaissance Hangzhou Lin'an Hotel,杭州临安青山湖科技城万丽酒店,Renaissance Hotels,万丽酒店,BR,FULLY_BOOKABLE,hotel,,Hangzhou,杭州,Zhejiang,浙江,"No 1528 Da Yuan Road, Qingshanhu Street, Lin'an District",临安区青山湖街道大园路1528号,311300,30.274684,119.826846,+86 571 6366 6888,https://www.marriott.com/en-us/hotels/hghbl-renaissance-hangzhou-linan-hotel/overview/,https://www.marriott.com.cn/zh-cn/hotels/hghbl-renaissance-hangzhou-linan-hotel/overview/,,2025-09-09,14:00,12:00,true
HGHNE,Renaissance Hangzhou Northeast Hotel,杭州临平万丽酒店,Renaissance Hotels,万丽酒店,BR,FULLY_BOOKABLE,hotel,,Hangzhou,杭州,Zhejiang,浙江,"No 607 Renmin Avenue, Nanyuan Street, Linping District",临平区南苑街道人民大道 607 号,311100,30.4126646,120.3062182,+86 571 8615 8666,https://www.marriott.com/en-us/hotels/hghne-renaissance-hangzhou-northeast-hotel/overview/,https://www.marriott.com.cn/zh-cn/hotels/hghne-renaissance-hangzhou-northeast-hotel/overview/,,2018-06-27,15:00,12:00,true
HGHCC,Renaissance Hangzhou Qianjiang Century City Hotel,杭州钱江世纪城万丽酒店,Renaissance Hotels,万丽酒店,BR,OPENING_SOON,hotel,,Hangzhou,杭州,Zhejiang,浙江,"No. 158, Pinglan Road, Yingfeng Street, Xiaoshan District",萧山区盈丰街道平澜路158号,311215,30.2351265,120.2395889,+86 571 8253 6666,https://www.marriott.com/en-us/hotels/hghcc-renaissance-hangzhou-qianjiang-century-city-hotel/overview/,https://www.marriott.com.cn/zh-cn/hotels/hghcc-renaissance-hangzhou-qianjiang-century-city-hotel/overview/,,2027-01-01,15:00,12:00,true
HGHSI,Sheraton Grand Hangzhou Binjiang Hotel,杭州滨江银泰喜来登大酒店,Sheraton,喜来登酒店,SI,FULLY_BOOKABLE,hotel,,Hangzhou,杭州,Zhejiang,浙江,"1769 Jiang Hong Road, Binjiang District",滨江区江虹路 1769 号,310052,30.208245,120.196679,+86 571 8790 7777,https://www.marriott.com/en-us/hotels/hghsi-sheraton-grand-hangzhou-binjiang-hotel/overview/,https://www.marriott.com.cn/zh-cn/hotels/hghsi-sheraton-grand-hangzhou-binjiang-hotel/overview/,,2016-06-18,15:00,12:00,true
HGHHS,Sheraton Grand Hangzhou Wetland Park Resort,杭州西溪喜来登度假大酒店,Sheraton,喜来登酒店,SI,FULLY_BOOKABLE,resort,,Hangzhou,杭州,Zhejiang,浙江,"1 Westbrook Resort, Zijingang Road",紫金港路西溪天堂国际旅游综合体 1 号,310030,30.2677992999999,120.0885389,+86 571 8500 2222,https://www.marriott.com/en-us/hotels/hghhs-sheraton-grand-hangzhou-wetland-park-resort/overview/,https://www.marriott.com.cn/zh-cn/hotels/hghhs-sheraton-grand-hangzhou-wetland-park-resort/overview/,,2011-11-16,15:00,12:00,true
HGHSF,Sheraton Hangzhou Fuyang,杭州富阳喜来登酒店,Sheraton,喜来登酒店,SI,FULLY_BOOKABLE,hotel,,Hangzhou,杭州,Zhejiang,浙江,"170 Jiangbin West Avenue, Fuyang District",富阳区江滨西大道 170 号,311400,30.020566,119.939025,+86 571 5899 8899,https://www.marriott.com/en-us/hotels/hghsf-sheraton-hangzhou-fuyang/overview/,https://www.marriott.com.cn/zh-cn/hotels/hghsf-sheraton-hangzhou-fuyang/overview/,,2025-01-27,15:00,12:00,true
